Schulform;Fach;Bezeichnung;Fachkuerzel;Kurzbezeichnung;AbJahrgang;IstFremdsprache;IstHKFS;IstAusRegUFach;IstErsatzPflichtFS;IstKonfKoop;NurSII;ExportASD
"GE";"Z5";"Neugriechisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GE";"Z6";"Neugriechisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GE";"Z7";"Neugriechisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GE";"Z8";"Neugriechisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GE";"ZH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen";null;null;null;0;0;0;0;0;0;0
"GE";"ZM";"Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza)";null;null;null;0;0;0;0;0;0;0
"GE";"ZQ";"Neugriechisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"AH";"Arbeitslehre - Schwerpunkt Hauswirtschaft (nur Regelunterricht)";null;null;null;0;0;0;0;0;0;0
"GM";"AL";"Arbeitslehre - Integration Hauswirtschaft, Technik, Wirtschaftslehre";null;null;null;0;0;0;0;0;0;0
"GM";"AM";"Unterricht in der Herkunftssprache - Arabisch";null;null;null;0;0;0;0;0;0;0
"GM";"AR";"Alevitische Religionslehre nach den Grundsätzen des AABF";null;null;null;0;0;0;0;0;0;0
"GM";"AT";"Arbeitslehre - Schwerpunkt Technik (nur Regelunterricht)";null;null;null;0;0;0;0;0;0;0
"GM";"AW";"Arbeitslehre - Schwerpunkt Wirtschaft (nur Regelunterricht)";null;null;null;0;0;0;0;0;0;0
"GM";"AX";"Arbeitslehre - Technik/Wirtschaft (nur Wahlpflichtunterricht)";null;null;null;0;0;0;0;0;0;0
"GM";"AY";"Arbeitslehre - Hauswirtschaft/Wirtschaft (nur Wahlpflichtunterricht)";null;null;null;0;0;0;0;0;0;0
"GM";"BH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bosnisch";null;null;null;0;0;0;0;0;0;0
"GM";"BI";"Biologie";null;null;null;0;0;0;0;0;0;0
"GM";"BM";"Unterricht in der Herkunftssprache - Bosnisch";null;null;null;0;0;0;0;0;0;0
"GM";"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"C7";"Chinesisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"CH";"Chemie";null;null;null;0;0;0;0;0;0;0
"GM";"CM";"Unterricht in der Herkunftssprache - Kroatisch";null;null;null;0;0;0;0;0;0;0
"GM";"CQ";"Chinesisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"D";"Deutsch";null;null;null;0;0;0;0;0;0;0
"GM";"DH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Rumänisch";null;null;null;0;0;0;0;0;0;0
"GM";"DS";"Darstellen und Gestalten";null;null;null;0;0;0;0;0;0;0
"GM";"E";"Englisch";null;null;null;0;0;0;0;0;0;0
"GM";"EH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Serbisch";null;null;null;0;0;0;0;0;0;0
"GM";"EK";"Erdkunde/Geographie";null;null;null;0;0;0;0;0;0;0
"GM";"EL";"Ernährungslehre (nur Bildungsgang Gymnasium)";null;null;null;0;0;0;0;0;0;0
"GM";"EM";"Unterricht in der Herkunftssprache - Serbisch";null;null;null;0;0;0;0;0;0;0
"GM";"EN";"Evangelische Religionslehre (konfessionell kooperativ)";null;null;null;0;0;0;0;0;0;0
"GM";"ER";"Evangelische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GM";"F0";"Französisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"F5";"Französisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"F6";"Französisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"F7";"Französisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"F8";"Französisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"FQ";"Französisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"G0";"Altgriechisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"G5";"Altgriechisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"G6";"Altgriechisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"G7";"Altgriechisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"G8";"Altgriechisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"GE";"Geschichte";null;null;null;0;0;0;0;0;0;0
"GM";"GH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch";null;null;null;0;0;0;0;0;0;0
"GM";"GL";"Gesellschaftslehre (Integration: Erdkunde, Geschichte, Politik bzw. W-P)";null;null;null;0;0;0;0;0;0;0
"GM";"GM";"Unterricht in der Herkunftssprache - Neugriechisch";null;null;null;0;0;0;0;0;0;0
"GM";"GQ";"Altgriechisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"H0";"Hebräisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"H5";"Hebräisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"H6";"Hebräisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"H7";"Hebräisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"H8";"Hebräisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"HH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch";null;null;null;0;0;0;0;0;0;0
"GM";"HQ";"Hebräisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"HR";"Jüdische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GM";"HU";"Hausunterricht";null;null;null;0;0;0;0;0;0;0
"GM";"HW";"Hauswirtschaft (einschl. Ernährungslehre)";null;null;null;0;0;0;0;0;0;0
"GM";"I0";"Italienisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"I5";"Italienisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"I6";"Italienisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"I7";"Italienisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"I8";"Italienisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"IE";"Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote)";null;null;null;0;0;0;0;0;0;0
"GM";"IF";"Informatik";null;null;null;0;0;0;0;0;0;0
"GM";"IH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch";null;null;null;0;0;0;0;0;0;0
"GM";"IK";"Individuelles Lernen (dem Kernstundenkontingent entnommen)";null;null;null;0;0;0;0;0;0;0
"GM";"IL";"Islamische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GM";"IM";"Unterricht in der Herkunftssprache - Italienisch";null;null;null;0;0;0;0;0;0;0
"GM";"IN";"Instrumentalpraktischer Grundkurs";null;null;null;0;0;0;0;0;0;0
"GM";"IQ";"Italienisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"JH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch";null;null;null;0;0;0;0;0;0;0
"GM";"K0";"Japanisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"K5";"Japanisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"K6";"Japanisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"K7";"Japanisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"K8";"Japanisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"KN";"Katholische Religionslehre (konfessionell kooperativ)";null;null;null;0;0;0;0;0;0;0
"GM";"KQ";"Japanisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"KR";"Katholische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GM";"KU";"Kunst";null;null;null;0;0;0;0;0;0;0
"GM";"L0";"Lateinisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"L5";"Lateinisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"L6";"Lateinisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"L7";"Lateinisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"L8";"Lateinisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"LH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Albanisch";null;null;null;0;0;0;0;0;0;0
"GM";"LI";"Grundkurs in Literatur";null;null;null;0;0;0;0;0;0;0
"GM";"LM";"Unterricht in der Herkunftssprache - Albanisch";null;null;null;0;0;0;0;0;0;0
"GM";"LQ";"Lateinisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"M";"Mathematik";null;null;null;0;0;0;0;0;0;0
"GM";"MH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Mazedonisch";null;null;null;0;0;0;0;0;0;0
"GM";"MM";"Unterricht in der Herkunftssprache - Mazedonisch";null;null;null;0;0;0;0;0;0;0
"GM";"MU";"Musik";null;null;null;0;0;0;0;0;0;0
"GM";"N0";"Niederländisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"N5";"Niederländisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"N6";"Niederländisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"N7";"Niederländisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"N8";"Niederländisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"NH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Polnisch";null;null;null;0;0;0;0;0;0;0
"GM";"NM";"Unterricht in der Herkunftssprache - Niederländisch";null;null;null;0;0;0;0;0;0;0
"GM";"NQ";"Niederländisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"NW";"Naturwissenschaften (Integration: Physik, Chemie, Biologie)";null;null;null;0;0;0;0;0;0;0
"GM";"O0";"Portugiesisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"O5";"Portugiesisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"O6";"Portugiesisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"O7";"Portugiesisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"O8";"Portugiesisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"OH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Portugiesisch";null;null;null;0;0;0;0;0;0;0
"GM";"OM";"Unterricht in der Herkunftssprache - Portugiesisch";null;null;null;0;0;0;0;0;0;0
"GM";"OQ";"Portugiesisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"OR";"Orthodoxe Religionslehre";null;null;null;0;0;0;0;0;0;0
"GM";"PA";"Erziehungswissenschaft/ Pädagogik (nur Bildungsg. Realschule und Gymnaisum)";null;null;null;0;0;0;0;0;0;0
"GM";"PH";"Physik";null;null;null;0;0;0;0;0;0;0
"GM";"PK";"Politik";null;null;null;0;0;0;0;0;0;0
"GM";"PL";"Philosophie (nur SII)";null;null;null;0;0;0;0;0;0;0
"GM";"PM";"Unterricht in der Herkunftssprache - Polnisch";null;null;null;0;0;0;0;0;0;0
"GM";"PP";"Praktische Philosophie";null;null;null;0;0;0;0;0;0;0
"GM";"PS";"Psychologie (nur Bildungsgang Realschule und Gymnasium)";null;null;null;0;0;0;0;0;0;0
"GM";"PÖ";"Politik/Ökonomische Grundbildung (Realschulbildungsgang)";null;null;null;0;0;0;0;0;0;0
"GM";"QH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Farsi";null;null;null;0;0;0;0;0;0;0
"GM";"QM";"Unterricht in der Herkunftssprache - Farsi";null;null;null;0;0;0;0;0;0;0
"GM";"R0";"Russisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"R5";"Russisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"R6";"Russisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"R7";"Russisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"R8";"Russisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"RH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Arabisch";null;null;null;0;0;0;0;0;0;0
"GM";"RM";"Unterricht in der Herkunftssprache - Russisch";null;null;null;0;0;0;0;0;0;0
"GM";"RQ";"Russisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"S0";"Spanisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"S3";"Sport für Jungen";null;null;null;0;0;0;0;0;0;0
"GM";"S4";"Sport für Mädchen";null;null;null;0;0;0;0;0;0;0
"GM";"S5";"Spanisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"S6";"Spanisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"S7";"Spanisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"S8";"Spanisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"SG";"sonderpädag. Förderung für Schüler/-innen mit sonderpädag. Förderbedarf";null;null;null;0;0;0;0;0;0;0
"GM";"SH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Spanisch";null;null;null;0;0;0;0;0;0;0
"GM";"SM";"Unterricht in der Herkunftssprache - Spanisch";null;null;null;0;0;0;0;0;0;0
"GM";"SP";"Sport";null;null;null;0;0;0;0;0;0;0
"GM";"SQ";"Spanisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"SR";"sonstige Sprachen";null;null;null;0;0;0;0;0;0;0
"GM";"SW";"Sozialwissenschaften (Bildungsg. Realschule und Gymnasium)";null;null;null;0;0;0;0;0;0;0
"GM";"SZ";"Sozialwissenschaften/Wirtschaft";null;null;null;0;0;0;0;0;0;0
"GM";"T0";"Türkisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"T5";"Türkisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"T6";"Türkisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"T7";"Türkisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"T8";"Türkisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"TC";"Technik (nur Bildungsgang Realschule und Gymnaisum)";null;null;null;0;0;0;0;0;0;0
"GM";"TH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Türkisch";null;null;null;0;0;0;0;0;0;0
"GM";"TM";"Unterricht in der Herkunftssprache - Türkisch";null;null;null;0;0;0;0;0;0;0
"GM";"TQ";"Türkisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GM";"TX";"Textilgestaltung";null;null;null;0;0;0;0;0;0;0
"GM";"UH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Russisch";null;null;null;0;0;0;0;0;0;0
"GM";"UM";"Unterricht in der Herkunftssprache - Rumänisch";null;null;null;0;0;0;0;0;0;0
"GM";"UW";"Unterweisung";null;null;null;0;0;0;0;0;0;0
"GM";"VF";"Fächer im genehmigten Schulversuch und sonstige Fächer";null;null;null;0;0;0;0;0;0;0
"GM";"VH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bulgarisch";null;null;null;0;0;0;0;0;0;0
"GM";"VM";"Unterricht in der Herkunftssprache - Bulgarisch";null;null;null;0;0;0;0;0;0;0
"GM";"VO";"vokalpraktischer Grundkurs";null;null;null;0;0;0;0;0;0;0
"GM";"WP";"Wirtschaft-Politik";null;null;null;0;0;0;0;0;0;0
"GM";"WW";"Wirtschaftslehre";null;null;null;0;0;0;0;0;0;0
"GM";"XH";"Herkunftssprache anstelle einer Pflichtfremdsprache - sonstige Sprache";null;null;null;0;0;0;0;0;0;0
"GM";"XM";"Unterricht in der Herkunftssprache - sonstige Sprache";null;null;null;0;0;0;0;0;0;0
"GM";"YH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Koreanisch";null;null;null;0;0;0;0;0;0;0
"GM";"YM";"Unterricht in der Herkunftssprache - Koreanisch";null;null;null;0;0;0;0;0;0;0
"GM";"YR";"orthodoxe Religionslehre (Syrisch)";null;null;null;0;0;0;0;0;0;0
"GM";"Z0";"Neugriechisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GM";"Z5";"Neugriechisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GM";"Z6";"Neugriechisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GM";"Z7";"Neugriechisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GM";"Z8";"Neugriechisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GM";"ZH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kurdische Sprachen";null;null;null;0;0;0;0;0;0;0
"GM";"ZM";"Unterricht in der Herkunftssprache - Kurdische Sprachen (Sorani, Komanci, Zaza)";null;null;null;0;0;0;0;0;0;0
"GM";"ZQ";"Neugriechisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"A";"Arabisch";null;null;null;0;0;0;0;0;0;0
"GY";"AM";"Unterricht in der Herkunftssprache - Arabisch";null;null;null;0;0;0;0;0;0;0
"GY";"AR";"Alevitische Religionslehre nach den Grundsätzen des AABF";null;null;null;0;0;0;0;0;0;0
"GY";"BH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Bosnisch";null;null;null;0;0;0;0;0;0;0
"GY";"BI";"Biologie";null;null;null;0;0;0;0;0;0;0
"GY";"BM";"Unterricht in der Herkunftssprache - Bosnisch";null;null;null;0;0;0;0;0;0;0
"GY";"C0";"Chinesisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"C5";"Chinesisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"C6";"Chinesisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"C7";"Chinesisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"C8";"Chinesisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"CH";"Chemie";null;null;null;0;0;0;0;0;0;0
"GY";"CM";"Unterricht in der Herkunftssprache - Kroatisch";null;null;null;0;0;0;0;0;0;0
"GY";"CQ";"Chinesisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"D";"Deutsch";null;null;null;0;0;0;0;0;0;0
"GY";"DH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Rumänisch";null;null;null;0;0;0;0;0;0;0
"GY";"DS";"Darstellen und Gestalten";null;null;null;0;0;0;0;0;0;0
"GY";"E";"Englisch";null;null;null;0;0;0;0;0;0;0
"GY";"EH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Serbisch";null;null;null;0;0;0;0;0;0;0
"GY";"EK";"Erdkunde/Geographie";null;null;null;0;0;0;0;0;0;0
"GY";"EL";"Ernährungslehre";null;null;null;0;0;0;0;0;0;0
"GY";"EM";"Unterricht in der Herkunftssprache - Serbisch";null;null;null;0;0;0;0;0;0;0
"GY";"EN";"Evangelische Religionslehre (konfessionell kooperativ)";null;null;null;0;0;0;0;0;0;0
"GY";"ER";"Evangelische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GY";"F0";"Französisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"F5";"Französisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"F6";"Französisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"F7";"Französisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"F8";"Französisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"FQ";"Französisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"G0";"Altgriechisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"G5";"Altgriechisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"G6";"Altgriechisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"G7";"Altgriechisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"G8";"Altgriechisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"GE";"Geschichte";null;null;null;0;0;0;0;0;0;0
"GY";"GH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Neugriechisch";null;null;null;0;0;0;0;0;0;0
"GY";"GM";"Unterricht in der Herkunftssprache - Neugriechisch";null;null;null;0;0;0;0;0;0;0
"GY";"GQ";"Altgriechisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"H0";"Hebräisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"H5";"Hebräisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"H6";"Hebräisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"H7";"Hebräisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"H8";"Hebräisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"HH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Kroatisch";null;null;null;0;0;0;0;0;0;0
"GY";"HQ";"Hebräisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"HR";"Jüdische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GY";"HU";"Hausunterricht";null;null;null;0;0;0;0;0;0;0
"GY";"I0";"Italienisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"I5";"Italienisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"I6";"Italienisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"I7";"Italienisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"I8";"Italienisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"IE";"Individuelles Lernen (Ergänzungsstunden, Ganztag- und Betreuungsangebote)";null;null;null;0;0;0;0;0;0;0
"GY";"IF";"Informatik";null;null;null;0;0;0;0;0;0;0
"GY";"IH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Italienisch";null;null;null;0;0;0;0;0;0;0
"GY";"IK";"Individuelles Lernen (dem Kernstundenkontingent entnommen)";null;null;null;0;0;0;0;0;0;0
"GY";"IL";"Islamische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GY";"IM";"Unterricht in der Herkunftssprache - Italienisch";null;null;null;0;0;0;0;0;0;0
"GY";"IN";"Instrumentalpraktischer Grundkurs";null;null;null;0;0;0;0;0;0;0
"GY";"IQ";"Italienisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"JH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Niederländisch";null;null;null;0;0;0;0;0;0;0
"GY";"K0";"Japanisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"K5";"Japanisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"K6";"Japanisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"K7";"Japanisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"K8";"Japanisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"KN";"Katholische Religionslehre (konfessionell kooperativ)";null;null;null;0;0;0;0;0;0;0
"GY";"KQ";"Japanisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"KR";"Katholische Religionslehre";null;null;null;0;0;0;0;0;0;0
"GY";"KU";"Kunst";null;null;null;0;0;0;0;0;0;0
"GY";"L0";"Lateinisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
"GY";"L5";"Lateinisch, regulärer Beginn in Jahrgang 5";null;null;null;0;0;0;0;0;0;0
"GY";"L6";"Lateinisch, regulärer Beginn in Jahrgang 6";null;null;null;0;0;0;0;0;0;0
"GY";"L7";"Lateinisch, regulärer Beginn in Jahrgang 7";null;null;null;0;0;0;0;0;0;0
"GY";"L8";"Lateinisch, regulärer Beginn in Jahrgang 8";null;null;null;0;0;0;0;0;0;0
"GY";"LH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Albanisch";null;null;null;0;0;0;0;0;0;0
"GY";"LI";"Grundkurs in Literatur";null;null;null;0;0;0;0;0;0;0
"GY";"LM";"Unterricht in der Herkunftssprache - Albanisch";null;null;null;0;0;0;0;0;0;0
"GY";"LQ";"Lateinisch, außerhalb des regulären Fachunterrichts";null;null;null;0;0;0;0;0;0;0
"GY";"M";"Mathematik";null;null;null;0;0;0;0;0;0;0
"GY";"MH";"Herkunftssprache anstelle einer Pflichtfremdsprache - Mazedonisch";null;null;null;0;0;0;0;0;0;0
"GY";"MM";"Unterricht in der Herkunftssprache - Mazedonisch";null;null;null;0;0;0;0;0;0;0
"GY";"MU";"Musik";null;null;null;0;0;0;0;0;0;0
"GY";"N0";"Niederländisch, regulärer Beginn in der Einführungsphase";null;null;null;0;0;0;0;0;0;0
