ID;Kurztext;Langtext;Beginn;Ende;Sort;geaendert
3;"*";"Stammschule, nur hier tätig";1900-01-01T00:00;null;100;
1;"A";"Stammschule, ganz oder teilweise auch an anderen Schulen tätig";1900-01-01T00:00;null;200;
2;"B";"nicht Stammschule, aber auch hier tätig";1900-01-01T00:00;null;300;
