ID;PLZ;REGSCHL;ORT;STAND;Sortierung;ART
138521;"50126";"05362008";"Bergheim";;null;6
138522;"50127";"05362008";"Bergheim";;null;6
138523;"50129";"05362008";"Bergheim";;null;6
138538;"50169";"05362032";"Kerpen";;null;6
138539;"50170";"05362032";"Kerpen";;null;6
138540;"50171";"05362032";"Kerpen";;null;6
138546;"50181";"05362004";"Bedburg";;null;6
138551;"50189";"05362016";"Elsdorf";;null;6
138564;"50226";"05362024";"Frechen";;null;6
138570;"50259";"05362036";"Pulheim";;null;6
138582;"50321";"05362012";"Brühl";;null;6
138596;"50354";"05362028";"Hürth";;null;6
138606;"50374";"05362020";"Erftstadt";;null;6
138614;"50389";"05362040";"Wesseling";;null;6
138804;"50667";"05315000";"Köln";;null;6
138805;"50668";"05315000";"Köln";;null;6
138806;"50670";"05315000";"Köln";;null;6
138807;"50672";"05315000";"Köln";;null;6
138808;"50674";"05315000";"Köln";;null;6
138809;"50676";"05315000";"Köln";;null;6
138810;"50677";"05315000";"Köln";;null;6
138811;"50678";"05315000";"Köln";;null;6
138812;"50679";"05315000";"Köln";;null;6
138835;"50733";"05315000";"Köln";;null;6
138836;"50735";"05315000";"Köln";;null;6
138837;"50737";"05315000";"Köln";;null;6
138838;"50739";"05315000";"Köln";;null;6
138853;"50765";"05315000";"Köln";;null;6
138854;"50767";"05315000";"Köln";;null;6
138855;"50769";"05315000";"Köln";;null;6
138879;"50823";"05315000";"Köln";;null;6
138880;"50825";"05315000";"Köln";;null;6
138881;"50827";"05315000";"Köln";;null;6
138882;"50829";"05315000";"Köln";;null;6
138893;"50858";"05315000";"Köln";;null;6
138894;"50859";"05315000";"Köln";;null;6
138933;"50931";"05315000";"Köln";;null;6
138934;"50933";"05315000";"Köln";;null;6
138935;"50935";"05315000";"Köln";;null;6
138936;"50937";"05315000";"Köln";;null;6
138937;"50939";"05315000";"Köln";;null;6
138954;"50968";"05315000";"Köln";;null;6
138955;"50969";"05315000";"Köln";;null;6
138972;"50996";"05315000";"Köln";;null;6
138973;"50997";"05315000";"Köln";;null;6
138974;"50999";"05315000";"Köln";;null;6
139001;"51061";"05315000";"Köln";;null;6
139002;"51063";"05315000";"Köln";;null;6
139003;"51065";"05315000";"Köln";;null;6
139004;"51067";"05315000";"Köln";;null;6
139005;"51069";"05315000";"Köln";;null;6
139023;"51103";"05315000";"Köln";;null;6
139024;"51105";"05315000";"Köln";;null;6
139025;"51107";"05315000";"Köln";;null;6
139026;"51109";"05315000";"Köln";;null;6
139045;"51143";"05315000";"Köln";;null;6
139046;"51145";"05315000";"Köln";;null;6
139047;"51147";"05315000";"Köln";;null;6
139048;"51149";"05315000";"Köln";;null;6
139126;"51371";"05316000";"Leverkusen";;null;6
139127;"51373";"05316000";"Leverkusen";;null;6
139128;"51375";"05316000";"Leverkusen";;null;6
139130;"51377";"05316000";"Leverkusen";;null;6
139131;"51379";"05316000";"Leverkusen";;null;6
139132;"51381";"05316000";"Leverkusen";;null;6
139139;"51399";"05378008";"Burscheid";;null;6
139156;"51427";"05378004";"Bergisch Gladbach";;null;6
139157;"51429";"05378004";"Bergisch Gladbach";;null;6
139181;"51465";"05378004";"Bergisch Gladbach";;null;6
139182;"51467";"05378004";"Bergisch Gladbach";;null;6
139183;"51467";"05315000";"Köln";;null;6
139184;"51469";"05378004";"Bergisch Gladbach";;null;6
139192;"51491";"05378024";"Overath";;null;6
139201;"51503";"05378028";"Rösrath";;null;6
139208;"51515";"05378012";"Kürten";;null;6
139211;"51519";"05378020";"Odenthal";;null;6
139220;"51545";"05374044";"Waldbröl";;null;6
139224;"51570";"05382076";"Windeck";;null;6
139229;"51580";"05374040";"Reichshof";;null;6
139233;"51588";"05374032";"Nümbrecht";;null;6
139238;"51597";"05374028";"Morsbach";;null;6
139259;"51643";"05374012";"Gummersbach";;null;6
139260;"51645";"05374012";"Gummersbach";;null;6
139261;"51647";"05374012";"Gummersbach";;null;6
139270;"51674";"05374048";"Wiehl";;null;6
139276;"51688";"05374052";"Wipperfürth";;null;6
139284;"51702";"05374004";"Bergneustadt";;null;6
139288;"51709";"05374024";"Marienheide";;null;6
139295;"51766";"05374008";"Engelskirchen";;null;6
139301;"51789";"05374020";"Lindlar";;null;6
139351;"52062";"05334002";"Aachen";;null;6
139352;"52064";"05334002";"Aachen";;null;6
139353;"52066";"05334002";"Aachen";;null;6
139354;"52068";"05334002";"Aachen";;null;6
139355;"52070";"05334002";"Aachen";;null;6
139356;"52072";"05334002";"Aachen";;null;6
139357;"52074";"05334002";"Aachen";;null;6
139358;"52076";"05334002";"Aachen";;null;6
139359;"52078";"05334002";"Aachen";;null;6
139360;"52080";"05334002";"Aachen";;null;6
139390;"52134";"05334016";"Herzogenrath";;null;6
139396;"52146";"05334036";"Würselen";;null;6
139399;"52152";"05334028";"Simmerath";;null;6
139401;"52156";"05334020";"Monschau";;null;6
139403;"52159";"05334024";"Roetgen";;null;6
139418;"52222";"05334032";"Stolberg (Rhld.)";;null;6
139419;"52223";"05334032";"Stolberg (Rhld.)";;null;6
139420;"52224";"05334032";"Stolberg (Rhld.)";;null;6
139430;"52249";"05334012";"Eschweiler";;null;6
139461;"52349";"05358008";"Düren";;null;6
139462;"52351";"05358008";"Düren";;null;6
139463;"52353";"05358008";"Düren";;null;6
139464;"52355";"05358008";"Düren";;null;6
139468;"52372";"05358028";"Kreuzau";;null;6
139472;"52379";"05358032";"Langerwehe";;null;6
139473;"52382";"05358048";"Niederzier";;null;6
139475;"52385";"05358044";"Nideggen";;null;6
139477;"52388";"05358052";"Nörvenich";;null;6
139478;"52391";"05358060";"Vettweiß";;null;6
139479;"52393";"05358016";"Hürtgenwald";;null;6
139481;"52396";"05358012";"Heimbach";;null;6
139483;"52399";"05358040";"Merzenich";;null;6
139499;"52428";"05358024";"Jülich";;null;6
139502;"52441";"05358036";"Linnich";;null;6
139503;"52445";"05358056";"Titz";;null;6
139508;"52457";"05358004";"Aldenhoven";;null;6
139510;"52459";"05358020";"Inden";;null;6
139518;"52477";"05334004";"Alsdorf";;null;6
139523;"52499";"05334008";"Baesweiler";;null;6
139529;"52511";"05370012";"Geilenkirchen";;null;6
139537;"52525";"05370016";"Heinsberg";;null;6
139538;"52525";"05370032";"Waldfeucht";;null;6
139541;"52531";"05370028";"Übach-Palenberg";;null;6
139546;"52538";"05370008";"Gangelt";;null;6
139547;"52538";"05370024";"Selfkant";;null;6
139627;"53111";"05314000";"Bonn";;null;6
139628;"53113";"05314000";"Bonn";;null;6
139629;"53115";"05314000";"Bonn";;null;6
139630;"53117";"05314000";"Bonn";;null;6
139631;"53119";"05314000";"Bonn";;null;6
139632;"53121";"05314000";"Bonn";;null;6
139633;"53123";"05314000";"Bonn";;null;6
139634;"53125";"05314000";"Bonn";;null;6
139635;"53127";"05314000";"Bonn";;null;6
139636;"53129";"05314000";"Bonn";;null;6
139663;"53173";"05314000";"Bonn";;null;6
139664;"53175";"05314000";"Bonn";;null;6
139665;"53177";"05314000";"Bonn";;null;6
139666;"53179";"05314000";"Bonn";;null;6
139692;"53225";"05314000";"Bonn";;null;6
139693;"53227";"05314000";"Bonn";;null;6
139694;"53229";"05314000";"Bonn";;null;6
139745;"53332";"05382012";"Bornheim";;null;6
139750;"53340";"05382032";"Meckenheim";;null;6
139751;"53343";"05382072";"Wachtberg";;null;6
139753;"53347";"05382004";"Alfter";;null;6
139759;"53359";"05382048";"Rheinbach";;null;6
139772;"53604";"05382008";"Bad Honnef";;null;6
139781;"53639";"05382024";"Königswinter";;null;6
139797;"53721";"05382060";"Siegburg";;null;6
139811;"53757";"05382056";"Sankt Augustin";;null;6
139819;"53773";"05382020";"Hennef (Sieg)";;null;6
139824;"53783";"05382016";"Eitorf";;null;6
139829;"53797";"05382028";"Lohmar";;null;6
139833;"53804";"05382036";"Much";;null;6
139836;"53809";"05382052";"Ruppichteroth";;null;6
139841;"53819";"05382040";"Neunkirchen-Seelscheid";;null;6
139856;"53840";"05382068";"Troisdorf";;null;6
139857;"53842";"05382068";"Troisdorf";;null;6
139858;"53844";"05382068";"Troisdorf";;null;6
139861;"53859";"05382044";"Niederkassel";;null;6
139873;"53879";"05366016";"Euskirchen";;null;6
139874;"53881";"05366016";"Euskirchen";;null;6
139881;"53894";"05366028";"Mechernich";;null;6
139885;"53902";"05366004";"Bad Münstereifel";;null;6
139889;"53909";"05366044";"Zülpich";;null;6
139892;"53913";"05382064";"Swisttal";;null;6
139896;"53919";"05366040";"Weilerswist";;null;6
139897;"53925";"05366024";"Kall";;null;6
139902;"53937";"05366036";"Schleiden";;null;6
139904;"53940";"05366020";"Hellenthal";;null;6
139907;"53945";"05366008";"Blankenheim";;null;6
139909;"53947";"05366032";"Nettersheim";;null;6
139910;"53949";"05366012";"Dahlem";;null;6
139949;"57072";"05970040";"Siegen";;null;6
139950;"57074";"05970040";"Siegen";;null;6
139951;"57076";"05970040";"Siegen";;null;6
139952;"57078";"05970040";"Siegen";;null;6
139953;"57080";"05970040";"Siegen";;null;6
139968;"57223";"05970024";"Kreuztal";;null;6
139973;"57234";"05970044";"Wilnsdorf";;null;6
139981;"57250";"05970032";"Netphen";;null;6
139985;"57258";"05970016";"Freudenberg";;null;6
139986;"57271";"05970020";"Hilchenbach";;null;6
139996;"57290";"05970036";"Neunkirchen";;null;6
140000;"57299";"05970008";"Burbach";;null;6
140008;"57319";"05970004";"Bad Berleburg";;null;6
140013;"57334";"05970028";"Bad Laasphe";;null;6
140015;"57339";"05970012";"Erndtebrück";;null;6
140023;"57368";"05966020";"Lennestadt";;null;6
140030;"57392";"05958040";"Schmallenberg";;null;6
140034;"57399";"05966016";"Kirchhundem";;null;6
140039;"57413";"05966012";"Finnentrop";;null;6
140045;"57439";"05966004";"Attendorn";;null;6
140056;"57462";"05966024";"Olpe";;null;6
140060;"57482";"05966028";"Wenden";;null;6
140064;"57489";"05966008";"Drolshagen";;null;6
140126;"58089";"05914000";"Hagen";;null;6
140127;"58091";"05914000";"Hagen";;null;6
140128;"58093";"05914000";"Hagen";;null;6
140129;"58095";"05914000";"Hagen";;null;6
140130;"58097";"05914000";"Hagen";;null;6
140131;"58099";"05914000";"Hagen";;null;6
140140;"58119";"05914000";"Hagen";;null;6
140148;"58135";"05914000";"Hagen";;null;6
140171;"58239";"05978028";"Schwerte";;null;6
140181;"58256";"05954008";"Ennepetal";;null;6
140198;"58285";"05954012";"Gevelsberg";;null;6
140207;"58300";"05954032";"Wetter (Ruhr)";;null;6
140215;"58313";"05954020";"Herdecke";;null;6
140226;"58332";"05954024";"Schwelm";;null;6
140231;"58339";"05954004";"Breckerfeld";;null;6
140257;"58452";"05954036";"Witten";;null;6
140258;"58453";"05954036";"Witten";;null;6
140259;"58454";"05954036";"Witten";;null;6
140260;"58455";"05954036";"Witten";;null;6
140261;"58456";"05954036";"Witten";;null;6
140287;"58507";"05962032";"Lüdenscheid";;null;6
140288;"58509";"05962032";"Lüdenscheid";;null;6
140289;"58511";"05962032";"Lüdenscheid";;null;6
140290;"58513";"05962032";"Lüdenscheid";;null;6
140291;"58515";"05962032";"Lüdenscheid";;null;6
140297;"58540";"05962036";"Meinerzhagen";;null;6
140303;"58553";"05962012";"Halver";;null;6
140309;"58566";"05962028";"Kierspe";;null;6
140315;"58579";"05962056";"Schalksmühle";;null;6
140346;"58636";"05962024";"Iserlohn";;null;6
140347;"58638";"05962024";"Iserlohn";;null;6
140348;"58640";"05962024";"Iserlohn";;null;6
140349;"58642";"05962024";"Iserlohn";;null;6
140350;"58644";"05962024";"Iserlohn";;null;6
140362;"58675";"05962016";"Hemer";;null;6
140378;"58706";"05962040";"Menden (Sauerland)";;null;6
140379;"58708";"05962040";"Menden (Sauerland)";;null;6
140380;"58710";"05962040";"Menden (Sauerland)";;null;6
140386;"58730";"05978012";"Fröndenberg/Ruhr";;null;6
140392;"58739";"05974056";"Wickede (Ruhr)";;null;6
140402;"58762";"05962004";"Altena";;null;6
140404;"58769";"05962044";"Nachrodt-Wiblingwerde";;null;6
140413;"58791";"05962060";"Werdohl";;null;6
140419;"58802";"05962008";"Balve";;null;6
140424;"58809";"05962048";"Neuenrade";;null;6
140439;"58840";"05962052";"Plettenberg";;null;6
140443;"58849";"05962020";"Herscheid";;null;6
140484;"59063";"05915000";"Hamm";;null;6
140485;"59065";"05915000";"Hamm";;null;6
140486;"59067";"05915000";"Hamm";;null;6
140487;"59069";"05915000";"Hamm";;null;6
140488;"59071";"05915000";"Hamm";;null;6
140489;"59073";"05915000";"Hamm";;null;6
140490;"59075";"05915000";"Hamm";;null;6
140491;"59077";"05915000";"Hamm";;null;6
140506;"59174";"05978020";"Kamen";;null;6
140514;"59192";"05978004";"Bergkamen";;null;6
140518;"59199";"05978008";"Bönen";;null;6
140535;"59227";"05570004";"Ahlen";;null;6
140536;"59229";"05570004";"Ahlen";;null;6
140552;"59269";"05570008";"Beckum";;null;6
140564;"59302";"05570028";"Oelde";;null;6
140570;"59320";"05570020";"Ennigerloh";;null;6
140573;"59329";"05570048";"Wadersloh";;null;6
140580;"59348";"05558024";"Lüdinghausen";;null;6
140589;"59368";"05978040";"Werne";;null;6
140594;"59379";"05978032";"Selm";;null;6
140598;"59387";"05558004";"Ascheberg";;null;6
140599;"59394";"05558028";"Nordkirchen";;null;6
140602;"59399";"05558036";"Olfen";;null;6
140616;"59423";"05978036";"Unna";;null;6
140617;"59425";"05978036";"Unna";;null;6
140618;"59427";"05978036";"Unna";;null;6
140623;"59439";"05978016";"Holzwickede";;null;6
140634;"59457";"05974052";"Werl";;null;6
140638;"59469";"05974012";"Ense";;null;6
140657;"59494";"05974040";"Soest";;null;6
140661;"59505";"05974008";"Bad Sassendorf";;null;6
140663;"59510";"05974024";"Lippetal";;null;6
140666;"59514";"05974048";"Welver";;null;6
140670;"59519";"05974032";"Möhnesee";;null;6
140693;"59555";"05974028";"Lippstadt";;null;6
140694;"59556";"05974028";"Lippstadt";;null;6
140695;"59557";"05974028";"Lippstadt";;null;6
140696;"59558";"05974028";"Lippstadt";;null;6
140706;"59581";"05974044";"Warstein";;null;6
140711;"59590";"05974020";"Geseke";;null;6
140715;"59597";"05974016";"Erwitte";;null;6
140719;"59602";"05974036";"Rüthen";;null;6
140723;"59609";"05974004";"Anröchte";;null;6
140747;"59755";"05958004";"Arnsberg";;null;6
140748;"59757";"05958004";"Arnsberg";;null;6
140749;"59759";"05958004";"Arnsberg";;null;6
140760;"59821";"05958004";"Arnsberg";;null;6
140761;"59823";"05958004";"Arnsberg";;null;6
140771;"59846";"05958044";"Sundern (Sauerland)";;null;6
140782;"59872";"05958032";"Meschede";;null;6
140785;"59889";"05958016";"Eslohe (Sauerland)";;null;6
140789;"59909";"05958008";"Bestwig";;null;6
140797;"59929";"05958012";"Brilon";;null;6
140802;"59939";"05958036";"Olsberg";;null;6
140807;"59955";"05958048";"Winterberg";;null;6
140811;"59964";"05958028";"Medebach";;null;6
140814;"59969";"05958020";"Hallenberg";;null;6
