Datum;Tabelle
"14.01.2015 11:52:40";"Fachklasse"
"14.01.2020 14:24:14";"LehrerAnrechnung"
"14.01.2020 15:39:15";"LehrerLehramt"
"14.02.2017 09:25:45";"ZulJahrgänge_Kurzbez"
"14.02.2017 12:40:23";"ZulFächer"
"14.02.2017 15:20:32";"Fachklasse"
"14.02.2019 15:09:07";"Gliederung"
"14.02.2019 15:44:49";"Fachklasse"
"14.04.2009 07:32:40";"ZulJahrgänge_Kurzbez"
"14.04.2009 07:33:22";"ZulJahrgänge_Kurzbez"
"14.04.2021 13:37:53";"ZulFächer"
"14.05.2013 08:28:50";"Fachklasse"
"14.05.2014 08:52:36";"Abgangsart"
"14.05.2018 13:21:36";"ZulKuArt"
"14.05.2018 14:14:38";"Herkunftsschulform"
"14.05.2018 14:15:20";"Herkunftsart"
"14.05.2018 14:18:30";"ZulFächer"
"14.05.2018 14:19:59";"LehrerLehrbefaehigung"
"14.05.2020 11:50:38";"Fachklasse"
"14.06.2019 09:01:17";"Fachklasse"
"14.06.2022 14:02:23";"ZulFächer"
"14.07.2011 09:07:07";"ZulFächer"
"14.07.2011 12:01:42";"ZulKuArt"
"14.09.2015 14:52:31";"Fachklasse"
"14.09.2022 13:41:42";"ZulFächer"
"14.10.2019 14:30:29";"LehrerFachrAnerkennung"
"14.10.2019 14:56:04";"LehrerAnrechnung"
"14.10.2021 14:34:22";"Fachklasse"
"14.12.2018 11:34:47";"Herkunftsschulform"
"14.12.2018 16:21:32";"Fachklasse"
"15.01.2009 10:41:33";"ZulKuArt"
"15.01.2009 10:41:49";"ZulKuArt"
"15.01.2009 10:41:57";"ZulKuArt"
"15.01.2009 10:42:05";"ZulKuArt"
"15.01.2009 10:44:45";"ZulKuArt"
"15.01.2014 14:42:33";"Gliederung"
"15.01.2015 14:24:33";"Fachklasse"
"15.01.2019 11:16:44";"LehrerLehrbefaehigung"
"15.03.2016 15:53:10";"Fachklasse"
"15.04.2015 11:14:48";"Fachklasse"
"15.04.2021 12:57:46";"Nationalitäten"
"15.04.2021 13:44:30";"ZulFächer"
"15.04.2021 13:49:49";"ZulKuArt"
"15.04.2021 13:51:56";"Gliederung"
"15.04.2021 14:03:44";"ZulJahrgänge"
"15.04.2021 14:08:41";"Organisationsform"
"15.04.2021 14:10:47";"Herkunftsschulform"
"15.04.2021 14:21:01";"Herkunftsart"
"15.05.2013 12:53:38";"ZulJahrgänge_Kurzbez"
"15.05.2013 13:24:51";"ZulJahrgänge"
"15.05.2013 15:39:46";"ZulKuArt"
"15.05.2013 15:58:35";"Organisationsform"
"15.05.2013 16:03:00";"Förderschwerpunkt"
"15.05.2013 16:54:29";"Gliederung"
"15.06.2009 08:12:02";"Abgangsart"
"15.06.2009 16:18:36";"Herkunftsart"
"15.06.2009 16:24:07";"Herkunftsart"
"15.06.2009 16:24:30";"Herkunftsart"
"15.06.2009 16:24:33";"Herkunftsart"
"15.06.2009 16:24:39";"Herkunftsart"
"15.06.2009 16:24:56";"Herkunftsart"
"15.06.2009 16:25:16";"Herkunftsart"
"15.06.2009 16:25:34";"Herkunftsart"
"15.06.2009 16:26:31";"Herkunftsart"
"15.06.2009 16:26:40";"Herkunftsart"
"15.06.2009 16:26:45";"Herkunftsart"
"15.06.2009 16:26:49";"Herkunftsart"
"15.06.2009 16:29:11";"Herkunftsart"
"15.06.2009 16:29:23";"Herkunftsart"
"15.06.2009 16:29:27";"Herkunftsart"
"15.06.2009 16:29:51";"Herkunftsart"
"15.06.2009 16:30:14";"Herkunftsart"
"15.06.2009 16:30:23";"Herkunftsart"
"15.06.2009 16:30:29";"Herkunftsart"
"15.06.2009 16:31:14";"Herkunftsart"
"15.06.2009 16:31:18";"Herkunftsart"
"15.06.2009 16:31:22";"Herkunftsart"
"15.06.2009 16:31:26";"Herkunftsart"
"15.06.2009 16:31:29";"Herkunftsart"
"15.06.2009 16:37:09";"Herkunftsart"
"15.06.2009 16:37:15";"Herkunftsart"
"15.06.2010 11:52:28";"ZulJahrgänge"
"15.06.2011 12:42:20";"Schulformen"
"15.06.2012 06:25:26";"ZulKuArt"
"15.07.2009 10:43:30";"ZulFächer"
"15.07.2009 10:43:37";"ZulFächer"
"15.07.2009 10:43:42";"ZulFächer"
"15.07.2009 10:43:46";"ZulFächer"
"15.07.2009 10:43:53";"ZulFächer"
"15.07.2009 10:44:03";"ZulFächer"
"15.07.2009 10:44:14";"ZulFächer"
"15.07.2009 10:44:25";"ZulFächer"
"15.07.2009 10:44:36";"ZulFächer"
"15.07.2009 10:44:52";"ZulFächer"
"15.07.2009 10:48:30";"ZulFächer"
"15.07.2021 15:11:57";"Fachklasse"
"15.09.2014 14:11:43";"Abgangsart"
"15.09.2022 14:39:53";"ZulFächer"
"15.12.2009 14:50:34";"Religionen"
"16.01.2012 11:26:50";"Fachklasse"
"16.01.2013 12:08:50";"Fachklasse"
"16.01.2014 09:46:35";"ZulKuArt"
"16.01.2015 13:34:36";"Fachklasse"
"16.01.2019 09:26:01";"LehrerLehrbefaehigung"
"16.01.2020 15:35:09";"Abgangsart"
"16.02.2009 14:56:25";"ZulFächer"
"16.02.2017 15:31:51";"Herkunftsschulform"
"16.03.2015 09:36:38";"ZulFächer"
"16.03.2016 08:34:32";"ZulKuArt"
"16.03.2016 11:01:36";"ZulJahrgänge"
"16.03.2016 14:35:18";"ZulJahrgänge_Kurzbez"
"16.03.2016 15:11:43";"Fachklasse"
"16.03.2017 11:46:39";"Fachklasse"
"16.04.2013 10:35:22";"Abgangsart"
"16.04.2013 15:37:42";"Fachklasse"
"16.04.2015 14:29:00";"ZulKuArt"
"16.04.2018 14:13:35";"Herkunftsart"
"16.04.2018 14:44:25";"ZulJahrgänge_Kurzbez"
"16.04.2021 13:07:19";"ZulKuArt"
"16.04.2021 13:34:19";"Herkunftsart"
"16.04.2021 15:28:05";"Gliederung"
"16.05.2013 08:12:29";"ZulJahrgänge"
"16.05.2013 13:23:24";"Herkunftsschulform"
"16.05.2013 13:37:12";"Herkunftsart"
"16.05.2022 15:33:48";"ZulFächer"
"16.06.2009 09:20:46";"Herkunftsart"
"16.06.2009 09:20:55";"Herkunftsart"
"16.06.2009 09:21:00";"Herkunftsart"
"16.06.2009 09:21:24";"Herkunftsart"
"16.06.2009 09:23:38";"Herkunftsart"
"16.06.2009 09:23:46";"Herkunftsart"
"16.06.2009 09:23:54";"Herkunftsart"
"16.06.2009 09:24:17";"Herkunftsart"
"16.06.2009 09:25:02";"Herkunftsart"
"16.06.2009 09:25:14";"Herkunftsart"
"16.06.2009 09:25:23";"Herkunftsart"
"16.06.2009 09:25:39";"Herkunftsart"
"16.06.2009 09:26:04";"Herkunftsart"
"16.06.2009 09:27:18";"Herkunftsart"
"16.06.2009 09:27:24";"Herkunftsart"
"16.06.2009 09:28:49";"Herkunftsart"
"16.06.2009 09:30:04";"Herkunftsart"
"16.06.2009 09:31:39";"Herkunftsart"
"16.06.2009 09:31:45";"Herkunftsart"
"16.06.2009 09:31:50";"Herkunftsart"
"16.06.2009 09:32:44";"Herkunftsart"
"16.06.2009 09:33:42";"Herkunftsart"
"16.06.2009 09:33:46";"Herkunftsart"
"16.06.2009 09:33:49";"Herkunftsart"
"16.06.2009 09:37:04";"Herkunftsart"
"16.06.2009 09:41:41";"Herkunftsart"
"16.06.2009 09:41:55";"Herkunftsart"
"16.06.2009 09:41:59";"Herkunftsart"
"16.06.2009 09:42:32";"Herkunftsart"
"16.06.2009 09:42:47";"Herkunftsart"
"16.06.2009 09:42:59";"Herkunftsart"
"16.06.2009 09:43:08";"Herkunftsart"
"16.06.2009 09:43:42";"Herkunftsart"
"16.06.2009 09:43:44";"Herkunftsart"
"16.06.2009 09:43:46";"Herkunftsart"
"16.06.2009 09:43:48";"Herkunftsart"
"16.06.2009 09:44:12";"Herkunftsart"
"16.06.2009 09:45:22";"Herkunftsart"
"16.06.2009 09:45:29";"Herkunftsart"
"16.06.2009 09:45:37";"Herkunftsart"
"16.06.2009 09:45:42";"Herkunftsart"
"16.06.2009 09:45:53";"Herkunftsart"
"16.06.2009 09:45:56";"Herkunftsart"
"16.06.2009 09:46:44";"Herkunftsart"
"16.06.2009 09:47:22";"Herkunftsart"
"16.06.2009 09:47:50";"Herkunftsart"
"16.06.2009 09:47:57";"Herkunftsart"
"16.06.2009 09:48:26";"Herkunftsart"
"16.06.2009 09:49:14";"Herkunftsart"
"16.06.2009 09:49:16";"Herkunftsart"
"16.06.2009 09:49:18";"Herkunftsart"
"16.06.2009 09:49:28";"Herkunftsart"
"16.06.2009 09:51:07";"Herkunftsart"
"16.06.2009 09:51:36";"Herkunftsart"
"16.06.2009 09:52:10";"Herkunftsart"
"16.06.2009 09:52:19";"Herkunftsart"
"16.06.2009 09:52:31";"Herkunftsart"
"16.06.2009 09:52:41";"Herkunftsart"
"16.06.2009 09:53:47";"Herkunftsart"
"16.06.2009 09:54:01";"Herkunftsart"
"16.06.2009 09:54:24";"Herkunftsart"
"16.06.2009 09:54:58";"Herkunftsart"
"16.06.2009 09:55:28";"Herkunftsart"
"16.06.2009 09:55:46";"Herkunftsart"
"16.06.2009 09:56:23";"Herkunftsart"
"16.06.2009 09:56:40";"Herkunftsart"
"16.06.2009 09:57:28";"Herkunftsart"
"16.06.2009 09:58:10";"Herkunftsart"
"16.06.2009 09:58:19";"Herkunftsart"
"16.06.2009 09:58:30";"Herkunftsart"
"16.06.2009 09:58:40";"Herkunftsart"
"16.06.2009 09:59:14";"Herkunftsart"
"16.06.2009 10:00:00";"Herkunftsart"
"16.06.2009 10:00:52";"Herkunftsart"
"16.06.2009 10:00:58";"Herkunftsart"
"16.06.2009 10:01:28";"Herkunftsart"
"16.06.2009 10:01:38";"Herkunftsart"
"16.06.2009 10:01:50";"Herkunftsart"
"16.06.2009 10:01:57";"Herkunftsart"
"16.06.2009 10:03:08";"Herkunftsart"
"16.06.2011 14:44:53";"ZulJahrgänge_Kurzbez"
"16.06.2021 10:19:35";"Herkunftsschulform"
"16.07.2010 08:31:51";"Fachklasse"
"16.07.2012 08:58:04";"Herkunftsschulform"
"16.07.2012 14:07:25";"LehrerAbgang"
"16.08.2012 08:31:25";"LehrerAnrechnung"
"16.08.2021 14:21:25";"LehrerFachrAnerkennung"
"16.08.2021 14:21:28";"LehrerLehrbefAnerkennung"
"16.09.2020 10:25:22";"Fachklasse"
"16.10.2019 11:30:26";"LehrerLehrbefaehigung"
"16.11.2012 13:28:29";"ZulFächer"
"16.11.2017 10:02:19";"Herkunftsart"
"16.12.2014 09:33:29";"Herkunftsart"
"16.12.2014 15:46:24";"Fachklasse"
"17.01.2011 08:33:20";"Fachklasse"
"17.01.2012 12:52:25";"Fachklasse"
"17.02.2009 13:03:27";"ZulKuArt"
"17.02.2009 13:03:40";"ZulKuArt"
"17.02.2009 13:03:55";"ZulKuArt"
"17.02.2009 13:04:08";"ZulKuArt"
"17.02.2009 13:04:12";"ZulKuArt"
"17.02.2009 13:04:36";"ZulKuArt"
"17.02.2009 13:04:55";"ZulKuArt"
"17.02.2009 13:04:55";"ZulKuArt"
"17.02.2009 13:04:55";"ZulKuArt"
"17.02.2009 13:04:55";"ZulKuArt"
"17.02.2009 13:04:55";"ZulKuArt"
"17.02.2009 13:05:12";"ZulKuArt"
"17.02.2009 13:05:15";"ZulKuArt"
"17.02.2009 13:05:18";"ZulKuArt"
"17.02.2009 13:05:22";"ZulKuArt"
"17.02.2009 13:05:32";"ZulKuArt"
"17.02.2009 13:05:37";"ZulKuArt"
"17.02.2009 13:05:39";"ZulKuArt"
"17.02.2009 13:05:42";"ZulKuArt"
"17.02.2009 13:05:44";"ZulKuArt"
"17.02.2009 13:05:49";"ZulKuArt"
"17.02.2009 13:06:12";"ZulKuArt"
"17.02.2009 13:06:15";"ZulKuArt"
"17.02.2009 13:06:18";"ZulKuArt"
"17.02.2009 13:06:21";"ZulKuArt"
"17.02.2009 13:06:26";"ZulKuArt"
"17.02.2009 13:06:32";"ZulKuArt"
"17.02.2009 13:06:35";"ZulKuArt"
"17.02.2009 13:06:37";"ZulKuArt"
"17.02.2009 13:06:41";"ZulKuArt"
"17.02.2009 13:07:06";"ZulKuArt"
"17.02.2009 13:07:21";"ZulKuArt"
"17.02.2009 13:07:53";"ZulKuArt"
"17.02.2009 13:08:09";"ZulKuArt"
"17.02.2009 13:08:34";"ZulKuArt"
"17.02.2009 13:14:48";"Organisationsform"
"17.02.2009 13:15:44";"Organisationsform"
"17.02.2009 13:15:53";"Organisationsform"
"17.02.2009 13:15:56";"Organisationsform"
"17.02.2009 13:16:04";"Organisationsform"
"17.02.2009 13:16:07";"Organisationsform"
"17.02.2009 13:16:10";"Organisationsform"
"17.02.2009 13:16:13";"Organisationsform"
"17.02.2009 13:16:16";"Organisationsform"
"17.02.2009 13:16:30";"Organisationsform"
"17.02.2009 13:16:35";"Organisationsform"
"17.02.2009 13:16:42";"Organisationsform"
"17.02.2009 13:16:45";"Organisationsform"
"17.02.2009 13:16:49";"Organisationsform"
"17.02.2009 13:16:52";"Organisationsform"
"17.02.2009 13:16:54";"Organisationsform"
"17.02.2009 13:16:57";"Organisationsform"
"17.02.2009 13:16:59";"Organisationsform"
"17.02.2009 13:17:08";"Organisationsform"
"17.02.2009 13:17:11";"Organisationsform"
"17.02.2009 13:17:35";"Organisationsform"
"17.02.2021 13:23:22";"Schulformen"
"17.03.2016 14:26:37";"Abgangsart"
"17.03.2016 15:46:24";"LehrerAnrechnung"
"17.03.2020 10:10:25";"Gliederung"
"17.03.2020 16:36:11";"Abgangsart"
"17.04.2012 10:36:43";"ZulFächer"
"17.04.2012 13:59:43";"Abgangsart"
"17.04.2013 08:36:32";"Fachklasse"
"17.04.2018 14:03:21";"Fachklasse"
"17.05.2011 15:33:02";"Fachklasse"
"17.05.2017 15:05:13";"Fachklasse"
"17.05.2018 09:36:08";"ZulJahrgänge"
"17.05.2018 09:36:59";"ZulJahrgänge_Kurzbez"
"17.05.2022 15:28:20";"Gliederung"
"17.05.2022 15:57:31";"LehrerLehrbefaehigung"
"17.06.2009 07:41:47";"Fachklasse"
"17.06.2010 07:52:24";"ZulFächer"
"17.06.2011 10:03:53";"ZulJahrgänge_Kurzbez"
"17.06.2011 11:35:07";"ZulFächer"
"17.06.2011 11:46:59";"Bilingual"
"17.06.2011 12:06:20";"Fachklasse"
"17.07.2019 10:47:04";"LehrerLehramt"
"17.07.2019 10:57:47";"LehrerLehrbefaehigung"
"17.07.2019 11:01:36";"LehrerAnrechnung"
"17.08.2021 14:24:51";"LehrerLehramt"
"17.08.2021 14:52:16";"SVWS_ZulaessigeJahrgaenge"
"17.09.2020 13:53:23";"Fachklasse"
"17.11.2016 11:09:33";"ZulJahrgänge_Kurzbez"
"17.12.2018 10:36:19";"LehrerLehrbefaehigung"
"18.01.2010 10:40:02";"ZulKuArt"
"18.01.2013 10:51:03";"Gliederung"
"18.02.2014 13:14:26";"ZulKuArt"
"18.02.2015 09:30:56";"Fachklasse"
"18.03.2010 08:43:35";"ZulFächer"
"18.03.2010 09:47:33";"Herkunftsart"
"18.03.2010 10:28:45";"Fachklasse"
"18.03.2010 10:34:42";"Organisationsform"
"18.03.2019 16:13:54";"LehrerLehrbefaehigung"
"18.03.2021 15:07:59";"Fachklasse"
"18.04.2012 15:33:04";"Abgangsart"
"18.04.2012 17:19:32";"ZulFächer"
"18.04.2016 09:58:41";"Förderschwerpunkt"
"18.04.2016 10:16:38";"ZulKuArt"
"18.04.2016 10:54:27";"ZulFächer"
"18.04.2016 11:34:04";"ZulJahrgänge"
"18.04.2016 11:34:20";"ZulJahrgänge_Kurzbez"
"18.05.2009 08:02:04";"ZulKuArt"
"18.05.2009 08:02:15";"ZulKuArt"
"18.05.2009 08:02:27";"ZulKuArt"
"18.05.2009 08:02:46";"ZulKuArt"
"18.05.2011 09:26:23";"Fachklasse"
"18.05.2012 06:46:04";"Förderschwerpunkt"
"18.05.2017 14:09:56";"ZulKuArt"
"18.05.2020 15:29:17";"Fachklasse"
"18.05.2022 07:56:14";"ZulFächer"
"18.06.2012 11:16:27";"Gliederung"
"18.06.2012 11:25:12";"ZulJahrgänge"
"18.06.2012 11:27:18";"ZulJahrgänge_Kurzbez"
"18.06.2013 16:28:21";"Herkunftsart"
"18.06.2014 14:07:20";"ZulFächer"
"18.06.2014 15:46:41";"ZulKuArt"
"18.06.2015 14:28:20";"Organisationsform"
"18.06.2015 14:45:19";"Gliederung"
"18.06.2015 15:45:13";"Fachklasse"
"18.08.2015 16:49:54";"LehrerMinderleistung"
"18.08.2016 13:38:24";"Fachklasse"
"18.08.2017 15:31:29";"Fachklasse"
"18.09.2015 08:47:41";"Fachklasse"
"18.09.2020 10:18:14";"Fachklasse"
"18.10.2013 10:34:45";"Fachklasse"
"18.11.2015 09:09:56";"Herkunftsart"
"19.01.2015 14:44:41";"Fachklasse"
"19.02.2013 13:33:10";"Fachklasse"
"19.02.2013 14:54:06";"LehrerLehrbefAnerkennung"
"19.02.2013 14:54:48";"LehrerFachrAnerkennung"
"19.02.2019 14:27:59";"LehrerLehramt"
"19.03.2010 07:48:18";"Herkunftsart"
"19.03.2012 14:16:49";"Fachklasse"
"19.03.2013 12:28:23";"Fachklasse"
"19.03.2014 08:18:21";"Abgangsart"
"19.03.2019 10:08:20";"ZulKuArt"
"19.03.2019 10:32:22";"LehrerMinderleistung"
"19.03.2019 10:51:16";"LehrerAnrechnung"
"19.04.2010 09:17:03";"Fachklasse"
"19.04.2012 06:51:21";"Herkunftsschulform"
"19.04.2013 12:32:34";"Nationalitäten"
"19.04.2017 14:03:37";"ZulJahrgänge_Kurzbez"
"19.04.2018 08:13:11";"Abgangsart"
"19.04.2018 08:52:45";"Gliederung"
"19.04.2018 08:56:44";"Förderschwerpunkt"
"19.05.2009 10:09:56";"Fachklasse"
"19.05.2009 10:12:22";"Fachklasse"
"19.05.2009 10:16:35";"Fachklasse"
"19.05.2009 10:17:22";"Fachklasse"
"19.05.2009 10:17:27";"Fachklasse"
"19.05.2009 10:18:33";"Fachklasse"
"19.05.2009 10:18:59";"Fachklasse"
"19.05.2009 10:22:06";"Fachklasse"
"19.05.2009 10:25:00";"Fachklasse"
"19.05.2009 10:25:30";"Fachklasse"
"19.05.2009 10:27:38";"Fachklasse"
"19.05.2009 10:27:52";"Fachklasse"
"19.05.2009 10:28:23";"Fachklasse"
"19.05.2009 10:28:36";"Fachklasse"
"19.05.2009 10:29:06";"Fachklasse"
"19.05.2009 10:29:36";"Fachklasse"
"19.05.2009 10:29:52";"Fachklasse"
"19.05.2009 10:29:56";"Fachklasse"
"19.05.2010 11:18:23";"Abgangsart"
"19.05.2011 06:31:14";"ZulFächer"
"19.05.2011 10:56:56";"Fachklasse"
"19.05.2015 16:15:53";"ZulFächer"
"19.05.2016 11:08:41";"Abgangsart"
"19.05.2020 07:08:14";"Fachklasse"
"19.05.2020 14:27:25";"Gliederung"
"19.06.2012 17:11:08";"ZulJahrgänge"
"19.06.2012 18:04:07";"ZulJahrgänge_Kurzbez"
"19.06.2013 13:56:53";"ZulFächer"
"19.06.2015 07:17:48";"Fachklasse"
"19.06.2020 15:18:07";"Fachklasse"
"19.07.2011 14:33:31";"AndereGrundschulen"
"19.07.2011 15:21:57";"ZulJahrgänge_Kurzbez"
"19.07.2013 07:12:40";"ZulKuArt"
"19.07.2016 13:25:15";"Fachklasse"
"19.08.2016 14:43:11";"Herkunftsschulform"
"19.08.2022 08:46:05";"ZulFächer"
"19.09.2013 13:12:10";"ZulFächer"
"19.09.2022 14:52:57";"ZulFächer"
"19.10.2016 17:02:54";"Fachklasse"
"20.01.2009 15:14:08";"Fachklasse"
"20.01.2009 15:14:12";"Fachklasse"
"20.01.2009 15:14:16";"Fachklasse"
"20.01.2009 15:14:26";"Fachklasse"
"20.01.2009 15:14:32";"Fachklasse"
"20.01.2009 15:15:00";"Fachklasse"
"20.01.2009 15:15:57";"Fachklasse"
"20.01.2009 15:16:00";"Fachklasse"
"20.01.2009 15:18:37";"Fachklasse"
"20.01.2009 15:19:58";"Fachklasse"
"20.01.2009 15:20:32";"Fachklasse"
"20.01.2009 15:20:54";"Fachklasse"
"20.01.2009 15:21:54";"Fachklasse"
"20.01.2009 15:21:56";"Fachklasse"
"20.01.2009 15:21:59";"Fachklasse"
"20.01.2009 15:22:07";"Fachklasse"
"20.01.2009 15:22:59";"Fachklasse"
"20.01.2009 15:23:59";"Fachklasse"
"20.01.2009 15:25:00";"Fachklasse"
"20.01.2009 15:25:02";"Fachklasse"
"20.01.2009 15:25:04";"Fachklasse"
"20.01.2009 15:25:06";"Fachklasse"
"20.01.2009 15:25:35";"Fachklasse"
"20.01.2009 15:25:38";"Fachklasse"
"20.01.2009 15:25:40";"Fachklasse"
"20.01.2009 15:25:45";"Fachklasse"
"20.01.2009 15:25:49";"Fachklasse"
"20.01.2009 15:26:42";"Fachklasse"
"20.01.2009 15:27:02";"Fachklasse"
"20.01.2009 15:28:10";"Fachklasse"
"20.01.2009 15:28:59";"Fachklasse"
"20.01.2009 15:29:38";"Fachklasse"
"20.01.2009 15:29:40";"Fachklasse"
"20.01.2009 15:29:41";"Fachklasse"
"20.01.2009 15:29:43";"Fachklasse"
"20.01.2009 15:29:49";"Fachklasse"
"20.01.2009 15:29:54";"Fachklasse"
"20.01.2009 15:29:57";"Fachklasse"
"20.01.2009 15:30:01";"Fachklasse"
"20.01.2009 15:30:41";"Fachklasse"
"20.01.2009 15:30:57";"Fachklasse"
"20.01.2009 15:33:50";"Fachklasse"
"20.01.2009 15:34:29";"Fachklasse"
"20.01.2009 15:34:30";"Fachklasse"
"20.01.2009 15:34:33";"Fachklasse"
"20.01.2009 15:34:35";"Fachklasse"
"20.01.2009 15:34:38";"Fachklasse"
"20.01.2009 15:34:43";"Fachklasse"
"20.01.2009 15:34:47";"Fachklasse"
"20.01.2009 15:34:51";"Fachklasse"
"20.01.2009 15:35:19";"Fachklasse"
"20.01.2009 15:35:21";"Fachklasse"
"20.01.2009 15:35:25";"Fachklasse"
"20.01.2009 15:35:30";"Fachklasse"
"20.01.2009 15:36:09";"Fachklasse"
"20.01.2009 15:36:25";"Fachklasse"
"20.01.2009 15:36:49";"Fachklasse"
"20.01.2009 15:37:17";"Fachklasse"
"20.01.2009 15:37:21";"Fachklasse"
"20.01.2009 15:37:25";"Fachklasse"
"20.01.2009 15:37:30";"Fachklasse"
"20.01.2009 15:37:40";"Fachklasse"
"20.01.2009 15:38:29";"Fachklasse"
"20.01.2009 15:42:03";"Fachklasse"
"20.01.2009 15:42:48";"Fachklasse"
"20.01.2009 15:43:39";"Fachklasse"
"20.01.2009 15:44:12";"Fachklasse"
"20.01.2009 15:45:40";"Fachklasse"
"20.01.2009 15:46:16";"Fachklasse"
"20.01.2009 15:46:47";"Fachklasse"
"20.01.2009 15:47:10";"Fachklasse"
"20.01.2009 15:48:02";"Fachklasse"
"20.01.2009 15:48:39";"Fachklasse"
"20.01.2009 15:48:52";"Fachklasse"
"20.01.2009 15:49:27";"Fachklasse"
"20.01.2009 15:50:04";"Fachklasse"
"20.01.2009 15:50:27";"Fachklasse"
"20.01.2009 15:50:45";"Fachklasse"
"20.01.2009 15:51:03";"Fachklasse"
"20.01.2009 15:51:12";"Fachklasse"
"20.01.2009 15:51:15";"Fachklasse"
"20.01.2009 15:51:18";"Fachklasse"
"20.01.2009 15:51:22";"Fachklasse"
"20.01.2009 15:51:31";"Fachklasse"
"20.01.2009 15:51:48";"Fachklasse"
"20.01.2009 15:52:31";"Fachklasse"
"20.01.2009 15:52:33";"Fachklasse"
"20.01.2009 15:52:36";"Fachklasse"
"20.01.2009 15:52:41";"Fachklasse"
"20.01.2009 15:55:29";"Fachklasse"
"20.01.2009 15:55:59";"Fachklasse"
"20.01.2009 15:56:01";"Fachklasse"
"20.01.2009 15:56:36";"Fachklasse"
"20.01.2009 15:57:50";"Fachklasse"
"20.01.2009 15:58:36";"Fachklasse"
"20.01.2009 15:59:07";"Fachklasse"
"20.01.2009 15:59:12";"Fachklasse"
"20.01.2009 15:59:17";"Fachklasse"
"20.01.2009 15:59:47";"Fachklasse"
"20.01.2009 16:00:00";"Fachklasse"
"20.01.2009 16:00:07";"Fachklasse"
"20.01.2009 16:00:41";"Fachklasse"
"20.01.2009 16:00:56";"Fachklasse"
"20.01.2009 16:02:02";"Fachklasse"
"20.01.2009 16:02:34";"Fachklasse"
"20.01.2009 16:04:13";"Fachklasse"
"20.01.2009 16:04:16";"Fachklasse"
"20.01.2009 16:04:40";"Fachklasse"
"20.01.2009 16:05:20";"Fachklasse"
"20.01.2009 16:05:33";"Fachklasse"
"20.01.2009 16:05:50";"Fachklasse"
"20.01.2009 16:06:11";"Fachklasse"
"20.01.2009 16:07:26";"Fachklasse"
"20.01.2009 16:07:56";"Fachklasse"
"20.01.2009 16:08:05";"Fachklasse"
"20.01.2015 15:22:41";"Fachklasse"
"20.01.2017 12:28:46";"Religionen"
"20.02.2009 09:04:34";"ZulFächer"
"20.02.2013 09:54:53";"Fachklasse"
"20.02.2013 13:04:03";"AndereGrundschulen"
"20.03.2012 15:24:22";"Fachklasse"
"20.03.2013 11:27:35";"Fachklasse"
"20.03.2015 07:29:07";"LehrerAnrechnung"
"20.03.2015 13:02:17";"ZulJahrgänge"
"20.03.2020 15:58:21";"Herkunftsschulform"
"20.03.2020 16:33:09";"ZulKuArt"
"20.04.2015 13:28:38";"Herkunftsart"
"20.04.2015 13:32:55";"Herkunftsschulform"
"20.04.2016 09:21:23";"ZulJahrgänge"
"20.05.2011 15:37:20";"ZulFächer"
"20.05.2016 14:23:47";"ZulFächer"
"20.05.2020 11:17:45";"Fachklasse"
"20.06.2011 08:54:18";"Abgangsart"
"20.06.2011 13:13:57";"Fachklasse"
"20.06.2012 06:11:00";"ZulJahrgänge"
"20.06.2016 14:09:54";"ZulKuArt"
"20.07.2009 07:48:03";"ZulFächer"
"20.07.2011 07:39:28";"ZulJahrgänge"
"20.07.2017 11:31:12";"ZulKuArt"
"20.08.2008 06:52:17";"Nationalitäten"
"20.09.2022 16:18:55";"ZulFächer"
"20.10.2015 15:01:31";"Fachklasse"
"20.10.2017 10:49:55";"Fachklasse"
"20.10.2022 13:33:58";"Fachklasse"
"20.11.2012 09:02:50";"Fachklasse"
"21.01.2009 09:08:50";"Fachklasse"
"21.01.2009 09:08:54";"Fachklasse"
"21.01.2009 09:15:22";"Fachklasse"
"21.01.2009 09:15:54";"Fachklasse"
"21.01.2009 09:16:08";"Fachklasse"
"21.01.2009 09:16:56";"Fachklasse"
"21.01.2009 09:18:50";"Fachklasse"
"21.01.2009 09:20:14";"Fachklasse"
"21.01.2009 09:21:25";"Fachklasse"
"21.01.2009 09:22:06";"Fachklasse"
"21.01.2009 09:24:46";"Fachklasse"
"21.01.2009 09:24:49";"Fachklasse"
"21.01.2009 09:24:54";"Fachklasse"
"21.01.2009 09:24:58";"Fachklasse"
"21.01.2009 09:25:43";"Fachklasse"
"21.01.2009 09:25:52";"Fachklasse"
"21.01.2009 09:26:51";"Fachklasse"
"21.01.2009 09:26:56";"Fachklasse"
"21.01.2009 09:27:05";"Fachklasse"
"21.01.2009 09:28:41";"Fachklasse"
"21.01.2009 09:29:44";"Fachklasse"
"21.01.2009 09:33:33";"Fachklasse"
"21.01.2009 09:33:35";"Fachklasse"
"21.01.2009 09:33:37";"Fachklasse"
"21.01.2009 09:33:38";"Fachklasse"
"21.01.2009 09:33:42";"Fachklasse"
"21.01.2009 09:33:44";"Fachklasse"
"21.01.2009 09:33:47";"Fachklasse"
"21.01.2009 09:33:48";"Fachklasse"
"21.01.2009 09:33:50";"Fachklasse"
"21.01.2009 09:33:52";"Fachklasse"
"21.01.2009 09:34:29";"Fachklasse"
